Jugador,Mín,Goles_Anotados_S,Tiros_Penales_Intentados_S,xG,npxG,ACG,Regates_intentados_S,Distancia_de_paso_progresiva_P,Cruce_en_el_área_de_penalización_P,Pases_progresivos_P,Pases_Largos_PT,Saques_de_esquina_hacia_adentro_PT,Pases_intentados_Cortos_P,Pases_intentados_Medios_P,Pases_intentados_Largos_P,Intercepciones_D,Barridas_en_la_defensa_D,Robos_intentados_PO,Distancia_de_traslado_progresivo_PO,Robos_intentados_PO,Penal_ejecutado_M,Posicion_adelantada_M
Luke Thomas,893,0,0,0.1,0.1,2.0,11.0,2985.0,2.0,43.0,3.0,0.0,288.0,213.0,46.0,26,13.0,11.0,521.0,11.0,0.0,0
Lyanco,1000,1,0,0.6,0.6,0.0,9.0,2399.0,1.0,34.0,3.0,0.0,150.0,227.0,97.0,16,13.0,9.0,939.0,9.0,0.0,1
Mads Roerslev,1106,0,0,0.30000000000000004,0.30000000000000004,1.0,7.0,1071.0,5.0,19.0,2.0,0.0,141.0,84.0,43.0,9,19.0,7.0,278.0,7.0,0.0,0
Manor Solomon,547,4,0,1.0,1.0,2.0,37.0,560.0,1.0,24.0,1.0,0.0,110.0,60.0,11.0,4,12.0,37.0,686.0,37.0,0.0,2
Manu Morlanes,696,1,0,0.2,0.2,2.0,10.0,871.0,0.0,27.0,1.0,0.0,107.0,77.0,24.0,2,11.0,10.0,351.0,10.0,0.0,0
Manu Trigueros,673,0,0,0.2,0.2,1.0,2.0,1437.0,0.0,56.0,1.0,1.0,237.0,142.0,24.0,4,8.0,2.0,487.0,2.0,0.0,1
Manuel Akanji,2231,0,0,1.2000000000000002,1.2000000000000002,0.0,12.0,9890.0,1.0,112.0,0.0,0.0,878.0,913.0,160.0,16,15.0,12.0,4852.0,12.0,0.0,0
Manuel Lanzini,240,0,0,0.0,0.0,0.0,3.0,435.0,0.0,18.0,0.0,0.0,85.0,44.0,13.0,1,1.0,3.0,190.0,3.0,0.0,2
Marc Cucurella,1671,0,0,0.5,0.5,3.0,14.0,5116.0,6.0,73.0,0.0,8.0,647.0,453.0,110.0,16,40.0,14.0,1797.0,14.0,0.0,1
Marc Roca,2308,1,0,1.9000000000000001,1.9000000000000001,4.0,30.0,6484.0,2.0,168.0,6.0,20.0,571.0,446.0,197.0,23,27.0,30.0,1881.0,30.0,0.0,0
Marcel Sabitzer,627,0,0,0.8,0.8,3.0,3.0,1123.0,1.0,38.0,2.0,0.0,157.0,97.0,22.0,8,3.0,3.0,361.0,3.0,0.0,1
Marco Asensio,1390,9,1,6.4,5.6000000000000005,12.0,32.0,2215.0,6.0,68.0,5.0,23.0,405.0,216.0,99.0,5,8.0,32.0,1790.0,32.0,1.0,4
Marcos Acuña,1753,3,0,0.9,0.9,4.0,49.0,6684.0,19.0,100.0,3.0,5.0,476.0,464.0,250.0,21,33.0,49.0,1943.0,49.0,0.0,1
Marcos Alonso,982,1,0,0.9,0.9,1.0,2.0,4956.0,3.0,63.0,1.0,6.0,319.0,413.0,106.0,10,7.0,2.0,2241.0,2.0,0.0,0
Marcos Llorente,1703,1,0,2.1,2.1,3.0,27.0,2473.0,3.0,88.0,1.0,0.0,415.0,260.0,55.0,17,16.0,27.0,1942.0,27.0,0.0,3
Marcos Senesi,2401,2,0,1.5,1.5,3.0,12.0,8674.0,1.0,60.0,1.0,0.0,364.0,581.0,230.0,42,28.0,12.0,2148.0,12.0,0.0,0
Marcus Rashford,2741,16,0,13.7,13.7,13.0,132.0,1992.0,2.0,77.0,2.0,0.0,453.0,172.0,62.0,7,7.0,132.0,2118.0,132.0,0.0,15
Marcus Tavernier,1743,5,0,2.9,2.9,8.0,96.0,2431.0,5.0,56.0,5.0,22.0,339.0,225.0,100.0,9,19.0,96.0,2028.0,96.0,0.0,4
Mario Hermoso,1840,3,0,1.9000000000000001,1.9000000000000001,3.0,17.0,8191.0,2.0,107.0,5.0,0.0,552.0,519.0,216.0,16,11.0,17.0,1792.0,17.0,0.0,2
Mario Lemina,1209,0,0,0.30000000000000004,0.30000000000000004,2.0,18.0,2486.0,1.0,40.0,1.0,0.0,248.0,259.0,65.0,14,20.0,18.0,890.0,18.0,0.0,1
Marko Milovanovic,15,0,0,0.1,0.1,0.0,0.0,7.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,0,0.0,0.0,8.0,0.0,0.0,0
Martin Braithwaite,2308,9,0,8.200000000000001,8.200000000000001,6.0,50.0,933.0,2.0,50.0,2.0,0.0,236.0,103.0,25.0,5,2.0,50.0,904.0,50.0,0.0,12
Martin Hongla,1216,0,0,0.0,0.0,1.0,10.0,3064.0,1.0,46.0,1.0,0.0,157.0,267.0,145.0,8,13.0,10.0,1198.0,10.0,0.0,2
Martin Valjent,2386,0,0,0.2,0.2,1.0,5.0,6774.0,2.0,53.0,0.0,0.0,367.0,445.0,196.0,27,19.0,5.0,1528.0,5.0,0.0,1
Martin Ødegaard,3053,15,0,10.0,10.0,16.0,80.0,5883.0,4.0,259.0,22.0,9.0,851.0,597.0,171.0,6,12.0,80.0,2870.0,80.0,0.0,1
Mason Holgate,507,0,0,1.0,1.0,2.0,3.0,831.0,1.0,14.0,1.0,0.0,63.0,87.0,58.0,7,8.0,3.0,279.0,3.0,0.0,0
Mason Mount,1648,3,0,1.8,1.8,7.0,31.0,2236.0,5.0,98.0,6.0,11.0,409.0,216.0,84.0,8,6.0,31.0,1429.0,31.0,0.0,1
Mateo Kovacic,1686,1,0,1.8,1.8,3.0,34.0,5503.0,1.0,152.0,10.0,0.0,600.0,513.0,120.0,19,16.0,34.0,2512.0,34.0,0.0,0
Matheus Cunha,1342,2,0,3.2,3.2,2.0,46.0,556.0,0.0,21.0,2.0,0.0,187.0,66.0,21.0,11,1.0,46.0,680.0,46.0,0.0,4
Matheus Nunes,2422,1,0,2.2,2.2,5.0,83.0,2940.0,7.0,84.0,6.0,3.0,444.0,328.0,173.0,15,36.0,83.0,2603.0,83.0,0.0,2
Mathias Jensen,2803,5,0,2.0,2.0,13.0,61.0,8457.0,16.0,141.0,5.0,37.0,559.0,555.0,372.0,32,28.0,61.0,1379.0,61.0,0.0,1
Matija Nastasic,906,1,0,0.5,0.5,0.0,0.0,2120.0,0.0,25.0,0.0,0.0,87.0,137.0,70.0,18,7.0,0.0,432.0,0.0,0.0,1
Matt Doherty,685,1,0,0.9,0.9,3.0,12.0,1225.0,3.0,20.0,0.0,0.0,209.0,138.0,38.0,8,12.0,12.0,448.0,12.0,0.0,0
Matt Ritchie,39,0,0,0.0,0.0,0.0,1.0,88.0,0.0,1.0,0.0,0.0,16.0,6.0,4.0,1,0.0,1.0,48.0,1.0,0.0,0
Matt Targett,536,0,0,0.0,0.0,0.0,2.0,2217.0,0.0,42.0,0.0,9.0,168.0,145.0,54.0,8,7.0,2.0,406.0,2.0,0.0,0
Matty Cash,1730,0,0,0.2,0.2,3.0,33.0,4413.0,9.0,74.0,2.0,0.0,373.0,425.0,132.0,25,35.0,33.0,1656.0,33.0,0.0,2
Mauro Arambarri,927,0,0,0.1,0.1,3.0,4.0,2030.0,2.0,33.0,0.0,14.0,126.0,175.0,99.0,14,9.0,4.0,502.0,4.0,0.0,0
Max Kilman,3240,0,0,1.3,1.3,2.0,24.0,12038.0,2.0,124.0,0.0,0.0,609.0,1025.0,372.0,19,26.0,24.0,4489.0,24.0,0.0,0
Maxwel Cornet,225,0,0,1.1,1.1,0.0,5.0,140.0,1.0,5.0,0.0,0.0,44.0,24.0,2.0,2,5.0,5.0,136.0,5.0,0.0,7
Michael Keane,985,1,0,1.3,1.3,2.0,7.0,2983.0,0.0,31.0,0.0,0.0,146.0,179.0,93.0,14,5.0,7.0,719.0,7.0,0.0,0
Michael Olise,2660,2,0,2.7,2.7,12.0,136.0,4773.0,14.0,131.0,3.0,56.0,577.0,424.0,266.0,25,27.0,136.0,3188.0,136.0,0.0,7
Michail Antonio,1768,5,0,6.5,6.5,9.0,64.0,463.0,2.0,27.0,1.0,0.0,158.0,104.0,30.0,5,1.0,64.0,1176.0,64.0,0.0,12
Mikel Balenziaga,115,0,0,0.0,0.0,0.0,1.0,242.0,1.0,7.0,0.0,0.0,29.0,26.0,9.0,1,1.0,1.0,50.0,1.0,0.0,0
Mikel Merino,2316,2,1,4.1000000000000005,3.3000000000000003,12.0,39.0,5664.0,5.0,159.0,10.0,0.0,658.0,482.0,149.0,19,25.0,39.0,1600.0,39.0,0.0,4
Mikel Oyarzabal,1065,4,3,4.5,2.2,3.0,24.0,673.0,1.0,25.0,0.0,5.0,179.0,84.0,36.0,2,2.0,24.0,584.0,24.0,1.0,11
Mikel Vesga,2329,3,2,2.9,1.3,6.0,16.0,6261.0,4.0,183.0,2.0,0.0,604.0,527.0,178.0,31,18.0,16.0,1811.0,16.0,1.0,0
Mikkel Damsgaard,919,0,0,2.6,2.6,2.0,21.0,1361.0,1.0,42.0,5.0,1.0,182.0,119.0,42.0,10,12.0,21.0,561.0,21.0,0.0,0
Mislav Orsic,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0,1.0,0.0,7.0,0.0,0.0,1
Mohamed Elneny,113,0,0,0.0,0.0,0.0,0.0,224.0,0.0,2.0,0.0,0.0,23.0,29.0,6.0,0,1.0,0.0,37.0,0.0,0.0,0
Mohamed Elyounoussi,2035,0,0,2.5,2.5,4.0,42.0,1571.0,6.0,47.0,7.0,1.0,329.0,158.0,52.0,26,19.0,42.0,1300.0,42.0,0.0,3
Mohamed Salah,3200,19,4,20.7,17.6,23.0,128.0,3314.0,7.0,144.0,13.0,0.0,629.0,337.0,64.0,6,4.0,128.0,2853.0,128.0,0.0,22
Mohammed Salisu,1973,0,0,1.5,1.5,3.0,10.0,7370.0,4.0,82.0,1.0,0.0,412.0,538.0,209.0,31,33.0,10.0,1556.0,10.0,0.0,1
Monchu,1963,3,0,2.3000000000000003,2.3000000000000003,5.0,20.0,4703.0,2.0,107.0,5.0,9.0,398.0,366.0,225.0,17,18.0,20.0,1227.0,20.0,0.0,1
Morgan Gibbs-White,3063,5,2,6.9,5.3,11.0,103.0,4136.0,5.0,141.0,16.0,42.0,517.0,300.0,227.0,15,10.0,103.0,2307.0,103.0,0.0,5
Mouctar Diakhaby,2176,3,0,2.7,2.7,0.0,7.0,6593.0,0.0,70.0,0.0,0.0,271.0,582.0,204.0,17,17.0,7.0,1806.0,7.0,0.0,3
Moussa Djenepo,710,0,0,0.2,0.2,4.0,42.0,772.0,3.0,19.0,0.0,0.0,119.0,83.0,20.0,11,13.0,42.0,726.0,42.0,0.0,1
Munir El Haddadi,1136,3,0,2.5,2.5,2.0,34.0,1317.0,7.0,30.0,0.0,7.0,184.0,126.0,59.0,9,3.0,34.0,551.0,34.0,0.0,13
Nabil Fekir,961,2,1,2.5,1.7000000000000002,5.0,44.0,1367.0,1.0,41.0,2.0,13.0,258.0,107.0,55.0,1,3.0,44.0,1072.0,44.0,1.0,7
Nacho Vidal,1247,0,0,0.6,0.6,0.0,27.0,3267.0,3.0,47.0,2.0,0.0,257.0,248.0,82.0,19,16.0,27.0,620.0,27.0,0.0,0
Nahuel Molina,2597,3,0,2.2,2.2,5.0,45.0,7766.0,17.0,104.0,7.0,4.0,842.0,616.0,193.0,14,34.0,45.0,2690.0,45.0,0.0,3
Nampalys Mendy,735,1,0,0.1,0.1,0.0,11.0,1124.0,0.0,28.0,1.0,0.0,201.0,155.0,26.0,13,7.0,11.0,451.0,11.0,0.0,0
Naouirou Ahamada,93,0,0,0.1,0.1,0.0,2.0,179.0,0.0,2.0,0.0,0.0,23.0,17.0,3.0,0,3.0,2.0,70.0,2.0,0.0,2
Nathan Collins,1724,0,0,0.1,0.1,0.0,8.0,6646.0,0.0,61.0,0.0,0.0,316.0,586.0,164.0,21,19.0,8.0,1755.0,8.0,0.0,1
Nathan Patterson,1279,0,0,0.5,0.5,0.0,24.0,2596.0,4.0,24.0,1.0,0.0,315.0,230.0,67.0,15,32.0,24.0,851.0,24.0,0.0,1
Nathaniel Clyne,1640,0,0,0.0,0.0,0.0,12.0,3887.0,5.0,52.0,0.0,0.0,386.0,346.0,73.0,19,13.0,12.0,896.0,12.0,0.0,0
Nathaniel Phillips,66,0,0,0.0,0.0,0.0,0.0,602.0,0.0,9.0,0.0,0.0,34.0,29.0,14.0,2,0.0,0.0,393.0,0.0,0.0,0
Nayef Aguerd,1505,2,0,2.3,2.3,0.0,6.0,4866.0,0.0,24.0,0.0,0.0,219.0,312.0,156.0,17,18.0,6.0,1016.0,6.0,0.0,2
Neal Maupay,1118,1,0,5.0,5.0,1.0,19.0,217.0,0.0,11.0,0.0,0.0,151.0,63.0,9.0,5,3.0,19.0,306.0,19.0,0.0,1
Neco Williams,1882,1,0,1.2,1.2,2.0,55.0,3461.0,9.0,33.0,3.0,7.0,307.0,286.0,177.0,33,49.0,55.0,2064.0,55.0,1.0,2
Neeskens Kebano,764,0,0,0.30000000000000004,0.30000000000000004,5.0,28.0,517.0,3.0,24.0,0.0,0.0,106.0,58.0,13.0,1,8.0,28.0,841.0,28.0,0.0,2
Nemanja Gudelj,2618,3,0,1.6,1.6,3.0,4.0,7942.0,2.0,107.0,1.0,0.0,623.0,748.0,127.0,32,21.0,4.0,3325.0,4.0,0.0,1
Nemanja Maksimovic,1786,0,0,1.0,1.0,1.0,6.0,1172.0,2.0,34.0,0.0,0.0,232.0,185.0,38.0,27,14.0,6.0,517.0,6.0,0.0,0
Nico Williams,2537,6,0,4.9,4.9,9.0,183.0,2301.0,12.0,75.0,4.0,16.0,433.0,281.0,98.0,8,8.0,183.0,3852.0,183.0,1.0,14
Nicolas Jackson,1332,9,0,6.6,6.6,12.0,34.0,676.0,0.0,37.0,0.0,0.0,147.0,73.0,13.0,2,2.0,34.0,1077.0,34.0,0.0,13
Noni Madueke,453,1,0,0.8,0.8,1.0,47.0,508.0,0.0,27.0,0.0,1.0,107.0,69.0,8.0,4,3.0,47.0,788.0,47.0,0.0,2
Odsonne Edouard,1737,5,0,4.1,4.1,4.0,45.0,532.0,0.0,32.0,1.0,0.0,261.0,86.0,10.0,3,7.0,45.0,627.0,45.0,0.0,13
Oier Zarraga,738,0,0,1.0,1.0,0.0,6.0,1026.0,3.0,28.0,0.0,0.0,153.0,139.0,21.0,8,4.0,6.0,692.0,6.0,0.0,0
Oihan Sancet,2363,9,2,7.3,5.8,5.0,78.0,2755.0,1.0,145.0,7.0,0.0,490.0,306.0,57.0,4,2.0,78.0,2620.0,78.0,0.0,2
Oleksandr Zinchenko,2118,1,0,1.5,1.5,4.0,25.0,7899.0,4.0,227.0,6.0,0.0,876.0,798.0,148.0,22,14.0,25.0,3787.0,25.0,0.0,1
Oliver Skipp,1402,1,0,0.2,0.2,1.0,13.0,2472.0,1.0,54.0,1.0,0.0,329.0,284.0,58.0,14,15.0,13.0,865.0,13.0,0.0,0
Ollie Watkins,3037,14,2,15.7,14.1,14.0,63.0,824.0,2.0,37.0,0.0,0.0,337.0,120.0,15.0,9,3.0,63.0,1160.0,63.0,1.0,18
Omar Alderete,1790,0,0,0.4,0.4,3.0,21.0,5039.0,0.0,86.0,1.0,0.0,203.0,312.0,231.0,22,19.0,21.0,1630.0,21.0,0.0,0
Omar El Hilali,92,0,0,0.0,0.0,0.0,1.0,128.0,0.0,0.0,0.0,0.0,12.0,17.0,5.0,1,3.0,1.0,5.0,1.0,0.0,0
Omar Mascarell,2447,0,0,0.5,0.5,3.0,33.0,6208.0,1.0,116.0,0.0,1.0,469.0,560.0,201.0,45,32.0,33.0,2337.0,33.0,0.0,0
Orel Mangala,1479,1,0,0.6000000000000001,0.6000000000000001,1.0,32.0,1731.0,0.0,40.0,1.0,0.0,248.0,174.0,42.0,22,14.0,32.0,787.0,32.0,0.0,0
Oriol Romeu,2754,2,0,1.6,1.6,2.0,22.0,5773.0,3.0,121.0,3.0,0.0,632.0,592.0,177.0,35,34.0,22.0,1925.0,22.0,0.0,0
Pablo Barrios,610,0,0,0.4,0.4,2.0,29.0,1511.0,0.0,45.0,1.0,0.0,189.0,143.0,34.0,9,3.0,29.0,585.0,29.0,0.0,0
Pablo Fornals,1324,2,0,2.0,2.0,2.0,19.0,2328.0,4.0,66.0,6.0,17.0,270.0,234.0,111.0,13,8.0,19.0,1052.0,19.0,0.0,1
Pablo Maffeo,2710,2,0,1.5,1.5,6.0,78.0,5731.0,21.0,58.0,2.0,0.0,426.0,437.0,201.0,23,48.0,78.0,1984.0,78.0,0.0,5
Pablo Sarabia,765,1,0,3.0,3.0,0.0,12.0,1260.0,4.0,41.0,2.0,18.0,176.0,92.0,59.0,2,4.0,12.0,522.0,12.0,0.0,3
Pablo Torre,63,0,0,0.0,0.0,1.0,1.0,110.0,0.0,4.0,1.0,0.0,27.0,8.0,6.0,2,0.0,1.0,55.0,1.0,0.0,0
Pape Gueye,1064,1,0,1.0,1.0,5.0,20.0,1988.0,1.0,56.0,1.0,0.0,201.0,193.0,86.0,22,12.0,20.0,778.0,20.0,2.0,1
Pape Matar Sarr,194,0,0,0.0,0.0,0.0,3.0,380.0,0.0,11.0,0.0,0.0,67.0,59.0,7.0,6,4.0,3.0,208.0,3.0,0.0,0
Pascal Groß,2969,8,0,5.0,5.0,11.0,30.0,7917.0,12.0,235.0,9.0,58.0,1009.0,748.0,295.0,13,21.0,30.0,2983.0,30.0,0.0,9
Pascal Struijk,2059,2,0,1.3,1.3,2.0,18.0,6492.0,3.0,114.0,0.0,0.0,625.0,458.0,99.0,31,39.0,18.0,1373.0,18.0,0.0,0
Patrick Bamford,1482,4,2,8.8,7.2,6.0,33.0,531.0,0.0,23.0,1.0,0.0,209.0,61.0,7.0,5,0.0,33.0,424.0,33.0,0.0,18
Patson Daka,1159,4,0,3.5,3.5,7.0,18.0,436.0,1.0,17.0,5.0,0.0,154.0,81.0,12.0,7,5.0,18.0,453.0,18.0,1.0,7
Pau Torres,2784,1,0,2.3,2.3,1.0,32.0,11676.0,1.0,188.0,8.0,0.0,615.0,936.0,380.0,13,25.0,32.0,7159.0,32.0,2.0,0
Paul Akouokou,440,0,0,0.2,0.2,0.0,5.0,518.0,0.0,8.0,1.0,0.0,63.0,63.0,18.0,12,12.0,5.0,97.0,5.0,0.0,0
Paul Onuachu,407,0,0,1.2,1.2,0.0,14.0,157.0,0.0,7.0,0.0,0.0,51.0,20.0,7.0,0,1.0,14.0,78.0,14.0,0.0,6
Pedri,1976,6,0,4.8,4.8,11.0,60.0,4967.0,2.0,184.0,24.0,1.0,632.0,546.0,198.0,13,15.0,60.0,3387.0,60.0,0.0,4
Pedro Bigas,1902,0,0,1.1,1.1,3.0,8.0,6853.0,1.0,79.0,0.0,0.0,300.0,458.0,188.0,32,29.0,8.0,2163.0,8.0,1.0,0
Pedro Neto,964,0,0,1.0,1.0,6.0,54.0,1035.0,4.0,24.0,2.0,11.0,186.0,118.0,54.0,4,4.0,54.0,1181.0,54.0,1.0,2
Pedro Porro,1042,2,0,1.7,1.7,4.0,41.0,2418.0,14.0,37.0,6.0,10.0,252.0,211.0,89.0,14,7.0,41.0,1303.0,41.0,0.0,1
Pere Milla,1781,6,3,5.2,2.8000000000000003,3.0,43.0,1702.0,2.0,64.0,2.0,0.0,272.0,162.0,62.0,9,17.0,43.0,921.0,43.0,1.0,12
Phil Foden,1612,10,0,5.0,5.0,14.0,69.0,2094.0,9.0,71.0,3.0,4.0,496.0,302.0,96.0,5,9.0,69.0,1718.0,69.0,1.0,6
Philip Billing,2674,7,0,4.8,4.8,6.0,44.0,2966.0,3.0,77.0,5.0,5.0,514.0,298.0,85.0,31,20.0,44.0,1622.0,44.0,0.0,3
Philippe Coutinho,788,1,0,1.2000000000000002,1.2000000000000002,0.0,34.0,976.0,2.0,48.0,5.0,3.0,210.0,112.0,36.0,4,8.0,34.0,739.0,34.0,0.0,2
Pierre-Emerick Aubameyang,563,1,0,1.4,1.4,0.0,5.0,229.0,1.0,3.0,0.0,0.0,70.0,29.0,4.0,2,1.0,5.0,260.0,5.0,0.0,0
Pol Lirola,616,1,0,0.2,0.2,0.0,19.0,1286.0,2.0,19.0,0.0,0.0,151.0,106.0,37.0,7,9.0,19.0,715.0,19.0,0.0,0
Pontus Jansson,724,1,0,0.30000000000000004,0.30000000000000004,1.0,2.0,1738.0,0.0,14.0,1.0,0.0,98.0,167.0,45.0,9,4.0,2.0,310.0,2.0,0.0,1
Portu,1609,0,0,0.7000000000000001,0.7000000000000001,3.0,41.0,2784.0,13.0,37.0,1.0,3.0,312.0,231.0,71.0,17,14.0,41.0,1363.0,41.0,0.0,7
Radamel Falcao,583,2,1,2.7,1.9000000000000001,0.0,16.0,208.0,0.0,13.0,0.0,0.0,91.0,37.0,7.0,2,1.0,16.0,119.0,16.0,0.0,11
Rafa Mir,1105,5,0,6.9,6.9,0.0,13.0,298.0,0.0,10.0,1.0,0.0,125.0,63.0,10.0,3,2.0,13.0,320.0,13.0,0.0,15
Raheem Sterling,1733,6,0,5.4,5.4,4.0,86.0,1276.0,9.0,53.0,6.0,7.0,354.0,172.0,29.0,2,5.0,86.0,1813.0,86.0,0.0,9
Raphinha,1936,7,0,8.6,8.6,15.0,98.0,3639.0,19.0,98.0,12.0,40.0,517.0,372.0,213.0,14,8.0,98.0,2649.0,98.0,0.0,14
Reece James,1244,1,0,0.9,0.9,3.0,40.0,4119.0,6.0,90.0,0.0,12.0,499.0,395.0,109.0,12,10.0,40.0,2018.0,40.0,1.0,4
Reinier,544,1,0,1.2,1.2,1.0,16.0,546.0,0.0,19.0,1.0,0.0,127.0,59.0,8.0,4,7.0,16.0,345.0,16.0,0.0,2
Reinildo Mandava,1857,0,0,0.2,0.2,1.0,24.0,5155.0,3.0,70.0,0.0,0.0,584.0,341.0,84.0,30,46.0,24.0,1819.0,24.0,0.0,0
Reiss Nelson,181,3,0,0.9,0.9,5.0,9.0,165.0,2.0,4.0,0.0,1.0,61.0,29.0,5.0,0,2.0,9.0,420.0,9.0,0.0,0
Remo Freuler,2161,0,0,0.5,0.5,0.0,12.0,3216.0,3.0,54.0,0.0,0.0,429.0,285.0,66.0,29,23.0,12.0,959.0,12.0,0.0,0
